Mã,Tên,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
1885.0,Xã Cao Tân,Xã,60,Huyện Pác Nặm,6,Tỉnh Bắc Kạn
1888.0,Thị trấn Chợ Rã,Thị trấn,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1891.0,Xã Bành Trạch,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1894.0,Xã Phúc Lộc,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1897.0,Xã Hà Hiệu,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1900.0,Xã Cao Thượng,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1906.0,Xã Khang Ninh,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1909.0,Xã Nam Mẫu,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1912.0,Xã Thượng Giáo,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1915.0,Xã Địa Linh,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1918.0,Xã Yến Dương,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1921.0,Xã Chu Hương,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1924.0,Xã Quảng Khê,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1927.0,Xã Mỹ Phương,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1930.0,Xã Hoàng Trĩ,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1933.0,Xã Đồng Phúc,Xã,61,Huyện Ba Bể,6,Tỉnh Bắc Kạn
1936.0,Thị trấn Nà Phặc,Thị trấn,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1939.0,Xã Thượng Ân,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1942.0,Xã Bằng Vân,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1945.0,Xã Cốc Đán,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1948.0,Xã Trung Hoà,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1951.0,Xã Đức Vân,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1954.0,Xã Vân Tùng,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1957.0,Xã Thượng Quan,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1960.0,Xã Hiệp Lực,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1963.0,Xã Thuần Mang,Xã,62,Huyện Ngân Sơn,6,Tỉnh Bắc Kạn
1969.0,Thị trấn Phủ Thông,Thị trấn,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1975.0,Xã Vi Hương,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1978.0,Xã Sĩ Bình,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1981.0,Xã Vũ Muộn,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1984.0,Xã Đôn Phong,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1990.0,Xã Lục Bình,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1993.0,Xã Tân Tú,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
1999.0,Xã Nguyên Phúc,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2002.0,Xã Cao Sơn,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2005.0,Xã Quân Hà,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2008.0,Xã Cẩm Giàng,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2011.0,Xã Mỹ Thanh,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2014.0,Xã Dương Phong,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2017.0,Xã Quang Thuận,Xã,63,Huyện Bạch Thông,6,Tỉnh Bắc Kạn
2020.0,Thị trấn Bằng Lũng,Thị trấn,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2023.0,Xã Xuân Lạc,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2026.0,Xã Nam Cường,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2029.0,Xã Đồng Lạc,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2032.0,Xã Tân Lập,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2035.0,Xã Bản Thi,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2038.0,Xã Quảng Bạch,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2041.0,Xã Bằng Phúc,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2044.0,Xã Yên Thịnh,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2047.0,Xã Yên Thượng,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2050.0,Xã Phương Viên,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2053.0,Xã Ngọc Phái,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2059.0,Xã Đồng Thắng,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2062.0,Xã Lương Bằng,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2065.0,Xã Bằng Lãng,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2068.0,Xã Đại Sảo,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2071.0,Xã Nghĩa Tá,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2077.0,Xã Yên Mỹ,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2080.0,Xã Bình Trung,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2083.0,Xã Yên Phong,Xã,64,Huyện Chợ Đồn,6,Tỉnh Bắc Kạn
2086.0,Thị trấn Đồng Tâm,Thị trấn,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2089.0,Xã Tân Sơn,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2092.0,Xã Thanh Vận,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2095.0,Xã Mai Lạp,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2098.0,Xã Hoà Mục,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2101.0,Xã Thanh Mai,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2104.0,Xã Cao Kỳ,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2107.0,Xã Nông Hạ,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2110.0,Xã Yên Cư,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2113.0,Xã Thanh Thịnh,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2116.0,Xã Yên Hân,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2122.0,Xã Như Cố,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2125.0,Xã Bình Văn,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2131.0,Xã Quảng Chu,Xã,65,Huyện Chợ Mới,6,Tỉnh Bắc Kạn
2137.0,Xã Văn Vũ,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2140.0,Xã Văn Lang,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2143.0,Xã Lương Thượng,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2146.0,Xã Kim Hỷ,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2152.0,Xã Cường Lợi,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2155.0,Thị trấn Yến Lạc,Thị trấn,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2158.0,Xã Kim Lư,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2161.0,Xã Sơn Thành,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2170.0,Xã Văn Minh,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2173.0,Xã Côn Minh,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2176.0,Xã Cư Lễ,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2179.0,Xã Trần Phú,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2185.0,Xã Quang Phong,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2188.0,Xã Dương Sơn,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2191.0,Xã Xuân Dương,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2194.0,Xã Đổng Xá,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2197.0,Xã Liêm Thuỷ,Xã,66,Huyện Na Rì,6,Tỉnh Bắc Kạn
2200.0,Phường Phan Thiết,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2203.0,Phường Minh Xuân,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2206.0,Phường Tân Quang,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2209.0,Xã Tràng Đà,Xã,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2212.0,Phường Nông Tiến,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2215.0,Phường Ỷ La,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2216.0,Phường Tân Hà,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2218.0,Phường Hưng Thành,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2497.0,Xã Kim Phú,Xã,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2503.0,Xã An Khang,Xã,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2509.0,Phường Mỹ Lâm,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2512.0,Phường An Tường,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2515.0,Xã Lưỡng Vượng,Xã,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2521.0,Xã Thái Long,Xã,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2524.0,Phường Đội Cấn,Phường,70,Thành phố Tuyên Quang,8,Tỉnh Tuyên Quang
2233.0,Xã Phúc Yên,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2242.0,Xã Xuân Lập,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2251.0,Xã Khuôn Hà,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2266.0,Thị trấn Lăng Can,Thị trấn,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2269.0,Xã Thượng Lâm,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2290.0,Xã Bình An,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2293.0,Xã Hồng Quang,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2296.0,Xã Thổ Bình,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2299.0,Xã Phúc Sơn,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2302.0,Xã Minh Quang,Xã,71,Huyện Lâm Bình,8,Tỉnh Tuyên Quang
2221.0,Thị trấn Na Hang,Thị trấn,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2227.0,Xã Sinh Long,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2230.0,Xã Thượng Giáp,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2239.0,Xã Thượng Nông,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2245.0,Xã Côn Lôn,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2248.0,Xã Yên Hoa,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2254.0,Xã Hồng Thái,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2260.0,Xã Đà Vị,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2263.0,Xã Khau Tinh,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2275.0,Xã Sơn Phú,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2281.0,Xã Năng Khả,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2284.0,Xã Thanh Tương,Xã,72,Huyện Na Hang,8,Tỉnh Tuyên Quang
2287.0,Thị trấn Vĩnh Lộc,Thị trấn,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2305.0,Xã Trung Hà,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2308.0,Xã Tân Mỹ,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2311.0,Xã Hà Lang,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2314.0,Xã Hùng Mỹ,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2317.0,Xã Yên Lập,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2320.0,Xã Tân An,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2323.0,Xã Bình Phú,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2326.0,Xã Xuân Quang,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2329.0,Xã Ngọc Hội,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2332.0,Xã Phú Bình,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2335.0,Xã Hòa Phú,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2338.0,Xã Phúc Thịnh,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2341.0,Xã Kiên Đài,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2344.0,Xã Tân Thịnh,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2347.0,Xã Trung Hòa,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2350.0,Xã Kim Bình,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2353.0,Xã Hòa An,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2356.0,Xã Vinh Quang,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2359.0,Xã Tri Phú,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2362.0,Xã Nhân Lý,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2365.0,Xã Yên Nguyên,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2368.0,Xã Linh Phú,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2371.0,Xã Bình Nhân,Xã,73,Huyện Chiêm Hóa,8,Tỉnh Tuyên Quang
2374.0,Thị trấn Tân Yên,Thị trấn,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2377.0,Xã Yên Thuận,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2380.0,Xã Bạch Xa,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2383.0,Xã Minh Khương,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2386.0,Xã Yên Lâm,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2389.0,Xã Minh Dân,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2392.0,Xã Phù Lưu,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2395.0,Xã Minh Hương,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2398.0,Xã Yên Phú,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2401.0,Xã Tân Thành,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2404.0,Xã Bình Xa,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2407.0,Xã Thái Sơn,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2410.0,Xã Nhân Mục,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2413.0,Xã Thành Long,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2416.0,Xã Bằng Cốc,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2419.0,Xã Thái Hòa,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2422.0,Xã Đức Ninh,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2425.0,Xã Hùng Đức,Xã,74,Huyện Hàm Yên,8,Tỉnh Tuyên Quang
2431.0,Xã Quí Quân,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2434.0,Xã Lực Hành,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2437.0,Xã Kiến Thiết,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2440.0,Xã Trung Minh,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2443.0,Xã Chiêu Yên,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2446.0,Xã Trung Trực,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2449.0,Xã Xuân Vân,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2452.0,Xã Phúc Ninh,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2455.0,Xã Hùng Lợi,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2458.0,Xã Trung Sơn,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2461.0,Xã Tân Tiến,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2464.0,Xã Tứ Quận,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2467.0,Xã Đạo Viện,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2470.0,Xã Tân Long,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2473.0,Thị trấn Yên Sơn,Thị trấn,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2476.0,Xã Kim Quan,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2479.0,Xã Lang Quán,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2482.0,Xã Phú Thịnh,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2485.0,Xã Công Đa,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2488.0,Xã Trung Môn,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2491.0,Xã Chân Sơn,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2494.0,Xã Thái Bình,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2500.0,Xã Tiến Bộ,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2506.0,Xã Mỹ Bằng,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2518.0,Xã Hoàng Khai,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2527.0,Xã Nhữ Hán,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2530.0,Xã Nhữ Khê,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2533.0,Xã Đội Bình,Xã,75,Huyện Yên Sơn,8,Tỉnh Tuyên Quang
2536.0,Thị trấn Sơn Dương,Thị trấn,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2539.0,Xã Trung Yên,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2542.0,Xã Minh Thanh,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2545.0,Xã Tân Trào,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2548.0,Xã Vĩnh Lợi,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2551.0,Xã Thượng Ấm,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2554.0,Xã Bình Yên,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2557.0,Xã Lương Thiện,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2560.0,Xã Tú Thịnh,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2563.0,Xã Cấp Tiến,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2566.0,Xã Hợp Thành,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2569.0,Xã Phúc Ứng,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2572.0,Xã Đông Thọ,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2575.0,Xã Kháng Nhật,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2578.0,Xã Hợp Hòa,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2584.0,Xã Quyết Thắng,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2587.0,Xã Đồng Quý,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2590.0,Xã Tân Thanh,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2593.0,Xã Vân Sơn,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2596.0,Xã Văn Phú,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2599.0,Xã Chi Thiết,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2602.0,Xã Đông Lợi,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2605.0,Xã Thiện Kế,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2608.0,Xã Hồng Lạc,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2611.0,Xã Phú Lương,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2614.0,Xã Ninh Lai,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2617.0,Xã Đại Phú,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2620.0,Xã Sơn Nam,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2623.0,Xã Hào Phú,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2626.0,Xã Tam Đa,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2632.0,Xã Trường Sinh,Xã,76,Huyện Sơn Dương,8,Tỉnh Tuyên Quang
2635.0,Phường Duyên Hải,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2641.0,Phường Lào Cai,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2644.0,Phường Cốc Lếu,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2647.0,Phường Kim Tân,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2650.0,Phường Bắc Lệnh,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2653.0,Phường Pom Hán,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2656.0,Phường Xuân Tăng,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2658.0,Phường Bình Minh,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2659.0,Xã Thống Nhất,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2662.0,Xã Đồng Tuyển,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2665.0,Xã Vạn Hoà,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2668.0,Phường Bắc Cường,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2671.0,Phường Nam Cường,Phường,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2674.0,Xã Cam Đường,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2677.0,Xã Tả Phời,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2680.0,Xã Hợp Thành,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2746.0,Xã Cốc San,Xã,80,Thành phố Lào Cai,10,Tỉnh Lào Cai
2683.0,Thị trấn Bát Xát,Thị trấn,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2686.0,Xã A Mú Sung,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2689.0,Xã Nậm Chạc,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2692.0,Xã A Lù,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2695.0,Xã Trịnh Tường,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2701.0,Xã Y Tý,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2704.0,Xã Cốc Mỳ,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2707.0,Xã Dền Sáng,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2710.0,Xã Bản Vược,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2713.0,Xã Sàng Ma Sáo,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2716.0,Xã Bản Qua,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2719.0,Xã Mường Vi,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2722.0,Xã Dền Thàng,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2725.0,Xã Bản Xèo,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2728.0,Xã Mường Hum,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2731.0,Xã Trung Lèng Hồ,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2734.0,Xã Quang Kim,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2737.0,Xã Pa Cheo,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2740.0,Xã Nậm Pung,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2743.0,Xã Phìn Ngan,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2749.0,Xã Tòng Sành,Xã,82,Huyện Bát Xát,10,Tỉnh Lào Cai
2752.0,Xã Pha Long,Xã,83,Huyện Mường Khương,10,Tỉnh Lào Cai
2755.0,Xã Tả Ngải Chồ,Xã,83,Huyện Mường Khương,10,Tỉnh Lào Cai
2758.0,Xã Tung Chung Phố,Xã,83,Huyện Mường Khương,10,Tỉnh Lào Cai
2761.0,Thị trấn Mường Khương,Thị trấn,83,Huyện Mường Khương,10,Tỉnh Lào Cai
2764.0,Xã Dìn Chin,Xã,83,Huyện Mường Khương,10,Tỉnh Lào Cai
2767.0,Xã Tả Gia Khâu,Xã,83,Huyện Mường Khương,10,Tỉnh Lào Cai
